sample name	collection date	geographic location (latitude and longitude)	elevation, meters	depth, meters	soil horizon	temperature	collection time, GMT	sample collection device	pH	sample linkage	mean annual precipitation	mean annual temperature	geographic location (country and/or sea,region)	broad-scale environmental context	local environmental context	ecosystem_type	ecosystem_subtype	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Analysis Project Type	GOLD Study ID	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	dnaSampleID
WOOD_024-M-20230703-COMP	2023-07-03	47.151171 -99.262648	586.6	0 - 0.31	M horizon	NA	15:06:00	corer	7.934971218	composite: WOOD_024-M-23-20230703,WOOD_024-M-21-20230703	494 mm	4.9 Cel	USA: ND, Stutsman County	flooded grassland biome [ENVO:01000195]	area of emergent herbaceous wetland [ENVO:01000894]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_024-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078432	Metagenome Analysis	Gs0166454	1421612081	2397666	19	WOOD_024-M-20230703-COMP-DNA1
WOOD_024-O-20230703-COMP	2023-07-03	47.151171 -99.262648	586.6	0 - 0.05	O horizon	16.2	16:15:00	brownie cutter	6.95	composite: WOOD_024-O-39-20230703	494 mm	4.9 Cel	USA: ND, Stutsman County	flooded grassland biome [ENVO:01000195]	area of emergent herbaceous wetland [ENVO:01000894]	Soil	Wetlands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_024-O-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078431	Metagenome Analysis	Gs0166454	848142826	1511060	6	WOOD_024-O-20230703-COMP-DNA1
WOOD_042-M-20230704-COMP	2023-07-04	47.129092 -99.245921	584.5	0 - 0.3	M horizon	17.36666667	14:05:00	auger	5.998569362	composite: WOOD_042-M-39-20230704,WOOD_042-M-21-20230704,WOOD_042-M-41-20230704	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_042-M-20230704-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081758	Metagenome Analysis	Gs0166454	1381650887	2442290	0	WOOD_042-M-20230704-COMP-DNA1
WOOD_043-M-20230704-COMP	2023-07-04	47.131002 -99.242763	580.2	0 - 0.3	M horizon	18.66666667	15:37:00	auger	7.418317506	composite: WOOD_043-M-39-20230704,WOOD_043-M-41-20230704,WOOD_043-M-21-20230704	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_043-M-20230704-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078430	Metagenome Analysis	Gs0166454	1364768138	2381748	6	WOOD_043-M-20230704-COMP-DNA1
WOOD_044-M-20230703-COMP	2023-07-03	47.12829 -99.243528	586.4	0 - 0.31	M horizon	20.36666667	20:36:00	auger	7.290225647	composite: WOOD_044-M-21-20230703,WOOD_044-M-23-20230703,WOOD_044-M-39-20230703	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_044-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078424	Metagenome Analysis	Gs0166454	1403226464	2455648	9	WOOD_044-M-20230703-COMP-DNA1
WOOD_045-M-20230703-COMP	2023-07-03	47.127465 -99.246302	593.2	0 - 0.3	M horizon	21.36666667	19:12:00	auger	7.378573591	composite: WOOD_045-M-39-20230703,WOOD_045-M-21-20230703,WOOD_045-M-41-20230703	494 mm	4.9 Cel	USA: ND, Stutsman County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Chase Lake National Wildlife Refuge NEON Field Site, North Dakota, USA - WOOD_045-M-20230703-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078501	Metagenome Analysis	Gs0166454	979817086	1712741	6	WOOD_045-M-20230703-COMP-DNA1
YELL_002-M-20230801-COMP	2023-08-01	44.932467 -110.634896	2125.1	0 - 0.35	M horizon	14.7	20:06:00	corer	6.132618535	composite: YELL_002-M-23-20230801,YELL_002-M-21-20230801	493 mm	3.4 Cel	USA: WY, Park County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_002-M-20230801-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080929	Metagenome Analysis	Gs0166454	914747787	1692746	2	YELL_002-M-20230801-COMP-DNA1
YELL_005-M-20230807-COMP	2023-08-07	44.948383 -110.631377	2112	0 - 0.22	M horizon	10.16666667	18:35:00	corer	6.496911881	composite: YELL_005-M-39-20230807,YELL_005-M-21-20230807,YELL_005-M-23-20230807	493 mm	3.4 Cel	USA: WY, Park County	temperate shrubland biome [ENVO:01000215]	area of scrub [ENVO:01000869]	Soil	Shrubland	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_005-M-20230807-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079160	Metagenome Analysis	Gs0166454	1892508755	3367444	3	YELL_005-M-20230807-COMP-DNA1
YELL_009-M-20230802-COMP	2023-08-02	44.970313 -110.501884	2000.3	0 - 0.14	M horizon	15.7	20:04:00	corer	6.38	composite: YELL_009-M-41-20230802	493 mm	3.4 Cel	USA: WY, Park County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_009-M-20230802-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080928	Metagenome Analysis	Gs0166454	988496373	1763987	8	YELL_009-M-20230802-COMP-DNA1
YELL_012-M-20230802-COMP	2023-08-02	44.944613 -110.433659	1901.5	0 - 0.17	M horizon	11.95	18:18:00	corer	6.706868886	composite: YELL_012-M-21-20230802,YELL_012-M-23-20230802	493 mm	3.4 Cel	USA: WY, Park County	temperate coniferous forest biome [ENVO:01000211]	temperate evergreen needleleaf forest [ENVO:01000383]	Soil	Forest	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_012-M-20230802-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078728	Metagenome Analysis	Gs0166454	1291076128	2299807	7	YELL_012-M-20230802-COMP-DNA1
YELL_016-M-20230803-COMP	2023-08-03	44.965771 -110.583711	2046.8	0 - 0.11	M horizon	13.5	16:58:00	corer	7.02	composite: YELL_016-M-41-20230803	493 mm	3.4 Cel	USA: WY, Park County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_016-M-20230803-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300078731	Metagenome Analysis	Gs0166454	1570212683	2741457	4	YELL_016-M-20230803-COMP-DNA1
CLBJ_001-M-20230508-COMP	2023-05-08	33.397987 -97.568339	278.1	0 - 0.3	M horizon	23.6 degree Celsius	18:05:00	auger	5.364111182	composite: CLBJ_001-M-21-20230508,CLBJ_001-M-23-20230508,CLBJ_001-M-41-20230508	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_001-M-20230508-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082222	Metagenome Analysis	Gs0166454	3124988930	4992630	38	CLBJ_001-M-20230508-COMP-DNA1
CLBJ_002-M-20230509-COMP	2023-05-09	33.40398 -97.571138	263.1	0 - 0.31	M horizon	19.5 degree Celsius	18:26:00	auger	4.59922781	composite: CLBJ_002-M-39-20230509,CLBJ_002-M-21-20230509,CLBJ_002-M-23-20230509	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_002-M-20230509-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082221	Metagenome Analysis	Gs0166454	1810401029	3111406	0	CLBJ_002-M-20230509-COMP-DNA1
CLBJ_003-M-20230509-COMP	2023-05-09	33.403989 -97.572744	273.4	0 - 0.32	M horizon	22.3 degree Celsius	19:16:00	auger	5.163906223	composite: CLBJ_003-M-21-20230509,CLBJ_003-M-41-20230509,CLBJ_003-M-23-20230509	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_003-M-20230509-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082212	Metagenome Analysis	Gs0166454	2841218816	4634007	38	CLBJ_003-M-20230509-COMP-DNA1
CLBJ_006-M-20230509-COMP	2023-05-09	33.398235 -97.566725	275.8	0 - 0.315	M horizon	22.3 degree Celsius	15:12:00	auger	4.673828991	composite: CLBJ_006-M-23-20230509,CLBJ_006-M-39-20230509,CLBJ_006-M-21-20230509	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_006-M-20230509-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079542	Metagenome Analysis	Gs0166454	1170803125	2040627	7	CLBJ_006-M-20230509-COMP-DNA1
CLBJ_032-M-20230510-COMP	2023-05-10	33.406134 -97.593996	289.9	0 - 0.32	M horizon	21.6 degree Celsius	16:49:00	auger	4.817994735	composite: CLBJ_032-M-41-20230510,CLBJ_032-M-23-20230510,CLBJ_032-M-39-20230510	926 mm	17.5 Cel	USA: TX, Wise County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_032-M-20230510-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082204	Metagenome Analysis	Gs0166454	2047486605	3476965	0	CLBJ_032-M-20230510-COMP-DNA1
CLBJ_033-M-20230510-COMP	2023-05-10	33.380971 -97.620209	308.6	0 - 0.3	M horizon	19.2 degree Celsius	15:54:00	auger	4.613088236	composite: CLBJ_033-M-41-20230510,CLBJ_033-M-39-20230510,CLBJ_033-M-21-20230510	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_033-M-20230510-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082533	Metagenome Analysis	Gs0166454	1040324960	1777903	0	CLBJ_033-M-20230510-COMP-DNA1
CLBJ_035-M-20230517-COMP	2023-05-17	33.329927 -97.579437	306.6	0 - 0.305	M horizon	29.5 degree Celsius	19:21:00	auger	7.244015431	composite: CLBJ_035-M-41-20230517,CLBJ_035-M-21-20230517,CLBJ_035-M-23-20230517	926 mm	17.5 Cel	USA: TX, Wise County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_035-M-20230517-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079552	Metagenome Analysis	Gs0166454	871607042	1462527	8	CLBJ_035-M-20230517-COMP-DNA1
CLBJ_038-M-20230510-COMP	2023-05-10	33.414259 -97.597098	281	0 - 0.3	M horizon	19.9 degree Celsius	19:36:00	auger	4.44	composite: CLBJ_038-M-23-20230510	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_038-M-20230510-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082536	Metagenome Analysis	Gs0166454	1653023668	2732312	0	CLBJ_038-M-20230510-COMP-DNA1
CLBJ_040-M-20230509-COMP	2023-05-09	33.378824 -97.646691	330.4	0 - 0.31	M horizon	19.2 degree Celsius	15:56:00	auger	6.524873069	composite: CLBJ_040-M-41-20230509,CLBJ_040-M-21-20230509	926 mm	17.5 Cel	USA: TX, Wise County	temperate broadleaf forest biome [ENVO:01000202]	temperate deciduous broadleaf forest [ENVO:01000385]	Soil	Forest	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_040-M-20230509-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082532	Metagenome Analysis	Gs0166454	1275175034	2220167	0	CLBJ_040-M-20230509-COMP-DNA1
CPER_001-M-20230626-COMP	2023-06-26	40.850866 -104.699535	1637.9	0 - 0.305	M horizon	27.4 degree Celsius	18:58:00	auger	7.210568968	composite: CPER_001-M-39-20230626,CPER_001-M-21-20230626,CPER_001-M-41-20230626	344 mm	8.6 Cel	USA: CO, Weld County	temperate grassland biome [ENVO:01000193]	temperate grassland [ENVO:01001811]	Soil	Grasslands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA - CPER_001-M-20230626-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300080031	Metagenome Analysis	Gs0166454	1697430186	2830088	32	CPER_001-M-20230626-COMP-DNA1
DSNY_003-M-20230913-COMP	2023-09-13	28.074209 -81.425532	18.9	0 - 0.31	M horizon	25.3 degree Celsius	13:54:00	auger	4.658372217	composite: DSNY_003-M-23-20230913,DSNY_003-M-21-20230913,DSNY_003-M-41-20230913	1216 mm	22.5 Cel	USA: FL, Osceola County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_003-M-20230913-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082202	Metagenome Analysis	Gs0166454	2826148545	4538428	0	DSNY_003-M-20230913-COMP-DNA1
DSNY_004-M-20230912-COMP	2023-09-12	28.099732 -81.399974	18.8	0 - 0.3	M horizon	26.3 degree Celsius	18:39:00	auger	3.81235837	composite: DSNY_004-M-41-20230912,DSNY_004-M-21-20230912,DSNY_004-M-39-20230912	1216 mm	22.5 Cel	USA: FL, Osceola County	forest biome [ENVO:01000174]	area of woody wetland [ENVO:01000893]	Soil	Wetlands	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_004-M-20230912-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082213	Metagenome Analysis	Gs0166454	2064444968	3255600	0	DSNY_004-M-20230912-COMP-DNA1
DSNY_009-M-20230913-COMP	2023-09-13	28.073118 -81.428559	19	0 - 0.3	M horizon	26 degree Celsius	12:39:00	auger	4.296643619	composite: DSNY_009-M-39-20230913,DSNY_009-M-41-20230913,DSNY_009-M-23-20230913	1216 mm	22.5 Cel	USA: FL, Osceola County	cropland biome [ENVO:01000245]	area of pastureland or hayfields [ENVO:01000891]	Soil	Pasture	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_009-M-20230913-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082201	Metagenome Analysis	Gs0166454	2420724647	3816266	0	DSNY_009-M-20230913-COMP-DNA1
DSNY_041-M-20230912-COMP	2023-09-12	28.125082 -81.432746	20.5	0 - 0.3	M horizon	25.1 degree Celsius	12:12:00	auger	4.978882997	composite: DSNY_041-M-39-20230912,DSNY_041-M-41-20230912,DSNY_041-M-23-20230912	1216 mm	22.5 Cel	USA: FL, Osceola County	cropland biome [ENVO:01000245]	area of pastureland or hayfields [ENVO:01000891]	Soil	Pasture	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_041-M-20230912-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082528	Metagenome Analysis	Gs0166454	1718811147	2816239	0	DSNY_041-M-20230912-COMP-DNA1
DSNY_042-M-20230912-COMP	2023-09-12	28.122132 -81.433949	19.8	0 - 0.31	M horizon	24.6 degree Celsius	14:32:00	corer	5.258371489	composite: DSNY_042-M-23-20230912,DSNY_042-M-21-20230912,DSNY_042-M-41-20230912	1216 mm	22.5 Cel	USA: FL, Osceola County	cropland biome [ENVO:01000245]	area of pastureland or hayfields [ENVO:01000891]	Soil	Pasture	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_042-M-20230912-COMP-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300082527	Metagenome Analysis	Gs0166454	1927749624	3169493	0	DSNY_042-M-20230912-COMP-DNA1
DSNY_043-M-20230912-COMP	2023-09-12	28.1232 -81.43487	20.3	0 - 0.315	M horizon	24.5 degree Celsius	12:15:00	auger	5.202712062	composite: DSNY_043-M-39-20230912,DSNY_043-M-23-20230912,DSNY_043-M-41-20230912	1216 mm	22.5 Cel	USA: FL, Osceola County	cropland biome [ENVO:01000245]	area of pastureland or hayfields [ENVO:01000891]	Soil	Pasture	*Microbiome	Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Soil microbial communities from Disney Wilderness Preserve NEON Field site, Poinciana, Florida, USA - DSNY_043-M-20230912-COMP-DNA1	DOE Joint Genome Institute  (JGI)	3300079554	Metagenome Analysis	Gs0166454	591613773	994021	2	DSNY_043-M-20230912-COMP-DNA1
