"","accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"3501","RS_GCF_002834145.1",99.96,0.17,99.9,0.44,68.0861419057651,3400809,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius salinarum","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Roseovarius salinarum","Scaffold","China","GCA_002834145.1","none","sediment","representative genome",1981892,1981892,"aerobe","aerobic"
"3502","RS_GCF_900184945.1",99.99,0.06,99.7,2.61,67.1803372841729,5313976,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Antarctobacter;Antarctobacter aquimaris","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Antarctobacter","Antarctobacter aquimaris","Contig","none","GCA_900184945.1","none","seawater of Malipo beach; Yellow sea; Korea.","representative genome",1673631,1673631,"aerobe","aerobic"
"3503","RS_GCF_904846215.1",100,1.41,100,0.37,42.5095972377938,3247549,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter glacincola","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter glacincola","Contig","none","GCA_904846215.1","none","ice core","representative genome",56810,56810,"aerobe","aerobic"
"3504","RS_GCF_000425265.1",100,0.8,100,0,41.7598782247532,4092653,TRUE,"Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Maridesulfovibrio;Maridesulfovibrio zosterae","Bacteria","Desulfobacterota_I","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Maridesulfovibrio","Maridesulfovibrio zosterae","Scaffold","Denmark","GCA_000425265.1","none","none","representative genome",82171,1121467,"anaerobe","anaerobic"
"3505","RS_GCF_013409595.1",99.71,0.55,99.27,0.58,67.3243473471882,3573416,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Leucobacter;Leucobacter aridicollis","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Leucobacter","Leucobacter aridicollis","Contig","none","GCA_013409595.1","none","none","representative genome",283878,283878,"obligate aerobe","aerobic"
"3506","RS_GCF_003987225.1",99.95,0.07,99.66,0.2,49.9758088531942,2612526,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Pseudidiomarina;Pseudidiomarina homiensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Pseudidiomarina","Pseudidiomarina homiensis","Contig","South Korea: Pohang","GCA_003987225.1","none","Sand","representative genome",364198,364198,"obligate aerobe","aerobic"
"3507","RS_GCF_003014485.1",99.27,0.78,100,0.82,72.4162367438876,7376154,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Murinocardiopsis;Murinocardiopsis flavida","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Murinocardiopsis","Murinocardiopsis flavida","Scaffold","none","GCA_003014485.1","none","none","representative genome",645275,645275,"aerobe","aerobic"
"3508","RS_GCF_010731855.1",100,0.09,100,0,67.104863807458,5696751,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium anyangense","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium anyangense","Complete Genome","none","GCA_010731855.1","none","none","representative genome",1431246,1431246,"aerobe","aerobic"
"3509","RS_GCF_016862395.1",100,1.07,100,1.9,71.4973260341171,8222618,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Micromonosporaceae;Actinoplanes;Actinoplanes siamensis","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Micromonosporaceae","Actinoplanes","Actinoplanes siamensis","Contig","Thailand:Khorn Kaen","GCA_016862395.1","none","Bamboo forest soil","representative genome",1223317,1223317,"aerobe","aerobic"
"3510","RS_GCF_004016515.1",99.98,0.07,99.38,1.29,70.2704015791017,5310361,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Rubrivivax;Rubrivivax albus","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rubrivivax","Rubrivivax albus","Contig","Taiwan","GCA_004016515.1","none","water","representative genome",2499835,2499835,"aerobe","aerobic"
"3511","RS_GCF_001647275.1",98.08,0.91,99.66,1.04,51.5427509226118,5502314,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter ruber","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Rufibacter","Rufibacter ruber","Contig","Antarctica: James Ross Island near Lachman Lake","GCA_001647275.1","none","Antarctic soil","representative genome",1783499,1783499,"aerobe","aerobic"
"3512","RS_GCF_900102165.1",100,0.03,99.67,0.38,34.5154041636271,4718566,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;Cellulophaga baltica","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga baltica","Scaffold","none","GCA_900102165.1","none","none","na",76594,76594,"aerobe","aerobic"
"3513","RS_GCF_001306135.1",100,0.42,99.09,0.91,50.7481582669046,6140412,TRUE,"Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Herpetosiphonaceae;Herpetosiphon;Herpetosiphon geysericola","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","Herpetosiphon geysericola","Contig","Mexico: Baja California","GCA_001306135.1","none","Hotspring","representative genome",70996,70996,"aerobe","aerobic"
"3514","RS_GCF_900115155.1",100,0.05,99.24,0.12,65.3269688754509,3303539,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Mycetocola_A;Mycetocola_A miduiensis","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Mycetocola_A","Mycetocola_A miduiensis","Scaffold","none","GCA_900115155.1","none","none","representative genome",995034,995034,"aerobe","aerobic"
"3515","RS_GCF_900129265.1",100,0.5,99.19,0,31.4049218808662,2655018,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Caloramatoraceae;Thermobrachium;Thermobrachium proteoclasticum","Bacteria","Bacillota","Clostridia","Clostridiales","Caloramatoraceae","Thermobrachium","Thermobrachium proteoclasticum","Scaffold","none","GCA_900129265.1","none","none","representative genome",53342,1121262,"anaerobe","anaerobic"
"3516","RS_GCF_000482465.1",100,0.28,100,0.6,44.2701637118844,7555966,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Runella;Runella limosa","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomataceae","Runella","Runella limosa","Scaffold","South Korea","GCA_000482465.1","none","none","representative genome",370978,1123077,"aerobe","aerobic"
"3517","RS_GCF_003363435.1",96.03,2.97,99.05,1.58,33.22622963536,3815928,TRUE,"Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerosacchariphilus;Anaerosacchariphilus polymeriproducens","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerosacchariphilus","Anaerosacchariphilus polymeriproducens","Contig","South Korea","GCA_003363435.1","none","sediment","representative genome",1812858,1812858,"anaerobe","anaerobic"
"3518","RS_GCF_000418365.1",99.85,0.3,98.87,0.11,67.0175881141292,2751233,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium terpenotabidum","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Corynebacterium","Corynebacterium terpenotabidum","Complete Genome","none","GCA_000418365.1","none","none","representative genome",89154,1200352,"aerobe","aerobic"
"3519","RS_GCF_900129925.1",99.64,0.04,98.95,0,31.5410649451236,2021907,TRUE,"Bacteria;Bacillota;Clostridia;Tissierellales;Peptoniphilaceae;Anaerosphaera;Anaerosphaera aminiphila","Bacteria","Bacillota","Clostridia","Tissierellales","Peptoniphilaceae","Anaerosphaera","Anaerosphaera aminiphila","Contig","none","GCA_900129925.1","none","none","representative genome",1120994,1120995,"anaerobe","anaerobic"
"3520","RS_GCF_014174395.1",99.98,0.36,100,1.04,65.2093653299098,4324546,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter aggeris","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconacetobacter","Gluconacetobacter aggeris","Contig","Japan","GCA_014174395.1","none","soil","representative genome",1286186,1286186,"aerobe","aerobic"
"3521","RS_GCF_006716085.1",100,1.35,98.54,1.75,66.6330076429702,3752337,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Leucobacter;Leucobacter komagatae","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Microbacteriaceae","Leucobacter","Leucobacter komagatae","Contig","none","GCA_006716085.1","none","none","representative genome",55969,55969,"obligate aerobe","aerobic"
"3522","RS_GCF_025234645.1",100,0.13,99.84,0,47.2749022753111,3082128,TRUE,"Bacteria;Bacillota;Bacilli;Exiguobacteriales;Exiguobacteriaceae;Exiguobacterium_A;Exiguobacterium_A artemiae","Bacteria","Bacillota","Bacilli","Exiguobacteriales","Exiguobacteriaceae","Exiguobacterium_A","Exiguobacterium_A artemiae","Contig","none","GCA_025234645.1","none","none","na",340145,340145,"aerobe","aerobic"
"3523","RS_GCF_000212695.1",100,0.08,100,0.58,74.7243307150103,4266344,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Cellulomonadaceae;Cellulomonas;Cellulomonas fimi","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Cellulomonadaceae","Cellulomonas","Cellulomonas fimi","Complete Genome","none","GCA_000212695.1","none","soil","representative genome",1708,590998,"aerobe","aerobic"
"3524","RS_GCF_001465795.2",99.99,0.38,99.34,0,48.4541988598609,3505011,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales_A;Planococcaceae;Planococcus;Planococcus rifietoensis","Bacteria","Bacillota","Bacilli","Bacillales_A","Planococcaceae","Planococcus","Planococcus rifietoensis","Complete Genome","Italy:Campania","GCA_001465795.2","none","algal mat","representative genome",200991,200991,"obligate aerobe","aerobic"
"3525","RS_GCF_000423125.1",99.98,0.45,100,1.63,60.8033347050213,4258722,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;Haliea;Haliea salexigens","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","Haliea","Haliea salexigens","Scaffold","Mediterranean Sea","GCA_000423125.1","none","none","representative genome",287487,1121937,"aerobe","aerobic"
"3526","RS_GCF_007992075.1",99.99,0.13,99.5,0.5,66.9751459500873,3832132,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum;Pararhodospirillum oryzae","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pararhodospirillum","Pararhodospirillum oryzae","Contig","none","GCA_007992075.1","none","none","representative genome",478448,478448,"anaerobe","anaerobic"
"3527","RS_GCF_000374545.1",99.92,2.2,100,1.58,48.7935866042243,3475815,TRUE,"Bacteria;Bacillota;Negativicutes;Anaeromusales;Anaeromusaceae;Anaeromusa;Anaeromusa acidaminophila","Bacteria","Bacillota","Negativicutes","Anaeromusales","Anaeromusaceae","Anaeromusa","Anaeromusa acidaminophila","Scaffold","Netherlands","GCA_000374545.1","none","none","representative genome",81464,1120992,"anaerobe","anaerobic"
"3528","RS_GCF_000768555.3",99.97,0.41,99.3,0.4,61.9440028657221,4241818,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius mucosus","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius","Roseovarius mucosus","Scaffold","North Sea: Germany","GCA_000768555.3","none","none","representative genome",215743,1288298,"aerobe","aerobic"
"3529","RS_GCF_000314895.2",99.97,0.29,96.22,0.54,38.0564471692835,3896123,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Providencia;Providencia sneebia","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Providencia","Providencia sneebia","Chromosome","USA: State College; PA","GCA_000314895.2","none","wild caught Drosophila melanogaster hemolymph","representative genome",516075,1141660,"aerobe","aerobic"
"3530","RS_GCF_000025485.1",100,0.26,99.74,0.63,64.1861406992609,3669074,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thermochromatium;Thermochromatium vinosum","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thermochromatium","Thermochromatium vinosum","Complete Genome","none","GCA_000025485.1","none","none","representative genome",1049,572477,"anaerobe","anaerobic"
"3531","RS_GCF_900113875.1",99.95,0,98.99,0.61,65.4880278379388,3733035,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;Jannaschia pohangensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia","Jannaschia pohangensis","Contig","none","GCA_900113875.1","none","none","representative genome",390807,390807,"aerobe","aerobic"
"3532","RS_GCF_000686725.1",99.96,4.43,97.93,3.79,30.7410243084017,4589511,TRUE,"Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_I;Clostridium_I akagii","Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","Clostridium_I","Clostridium_I akagii","Scaffold","Germany","GCA_000686725.1","none","none","representative genome",91623,1121293,"anaerobe","anaerobic"
"3533","RS_GCF_016888515.1",100,0.02,99.57,0.32,61.5289968862915,3939854,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Shimia_A;Shimia_A biformata","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia_A","Shimia_A biformata","Scaffold","China","GCA_016888515.1","none","seawater","representative genome",1294299,1294299,"aerobe","aerobic"
"3534","RS_GCF_004000765.1",100,3.46,99.19,1.82,46.2287393451002,7884870,TRUE,"Bacteria;Bacillota;Bacilli;Paenibacillales;NBRC-103111;Paenibacillus_E;Paenibacillus_E chondroitinus","Bacteria","Bacillota","Bacilli","Paenibacillales","NBRC-103111","Paenibacillus_E","Paenibacillus_E chondroitinus","Contig","USA","GCA_004000765.1","none","none","representative genome",59842,1220560,"obligate aerobe","aerobic"
"3535","RS_GCF_014202695.1",97.13,0.02,96.18,0,42.6537606717903,2727810,TRUE,"Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;Oribacterium sinus","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","Oribacterium sinus","Scaffold","none","GCA_014202695.1","none","none","representative genome",237576,237576,"anaerobe","anaerobic"
"3536","RS_GCF_900111675.1",100,0.35,99.39,0.91,63.780694332314,3868263,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;Paracoccus homiensis","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus homiensis","Contig","none","GCA_900111675.1","none","none","representative genome",364199,364199,"obligate aerobe","aerobic"
"3537","RS_GCF_900637665.1",100,0.63,100,0.49,35.3953171985154,5602501,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium nakagawai","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium nakagawai","Complete Genome","United Kingdom: Gloucester","GCA_900637665.1","none","Kidney abscess","representative genome",1241982,1241982,"aerobe","aerobic"
"3538","RS_GCF_023156235.1",100,0.31,100,0,58.8586212972956,3966729,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Oleiphilaceae;Marinobacter;Marinobacter goseongensis","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Marinobacter","Marinobacter goseongensis","Contig","South Korea: East Sea of Korea","GCA_023156235.1","none","seawater","representative genome",453838,453838,"aerobe","aerobic"
"3539","GB_GCA_004010275.1",91.37,0.43,94.91,0.29,71.5074337493573,8580596,TRUE,"Bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces huasconensis","Bacteria","Actinomycetota","Actinomycetes","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces huasconensis","Contig","Chile","GCA_004010275.1","none","Arid soil sample","na",1854574,1854574,"aerobe","aerobic"
"3540","RS_GCF_020531985.1",100,0.16,100,0.97,49.4880129913218,4231748,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera;Rheinheimera aquimaris","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","Rheinheimera aquimaris","Contig","South Korea: the East Sea","GCA_020531985.1","none","Seawater","na",412437,412437,"aerobe","aerobic"
"3541","RS_GCF_002078015.1",100,0.65,100,0.99,45.4440949957575,8612932,TRUE,"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niastella;Niastella populi","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella populi","Contig","China","GCA_002078015.1","none","soil","representative genome",550983,550983,"aerobe","aerobic"
"3542","RS_GCF_003171655.1",100,0.76,99.66,1.05,63.7005789457967,3850965,TRUE,"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas portus","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas portus","Contig","China","GCA_003171655.1","none","surface seawater","representative genome",2676234,2676234,"aerobe","aerobic"
"3543","RS_GCF_000443165.1",100,0.46,99.76,0.06,64.2764001808101,4145786,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Thauera;Thauera terpenica","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","Thauera terpenica","Contig","Germany","GCA_000443165.1","none","ditch in a forest","representative genome",76113,1348657,"aerobe","aerobic"
"3544","RS_GCF_000430785.1",100,4.03,99.07,3.32,40.5490929079063,5411691,TRUE,"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae_G;Ectobacillus;Ectobacillus panaciterrae","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae_G","Ectobacillus","Ectobacillus panaciterrae","Scaffold","South Korea","GCA_000430785.1","none","none","representative genome",363872,1121093,"aerobe","aerobic"
"3545","RS_GCF_008064665.1",98.8,0.1,100,0.98,61.7636916724775,4845847,TRUE,"Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;Parahaliea;Parahaliea maris","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","Parahaliea","Parahaliea maris","Contig","China: South China Sea","GCA_008064665.1","none","seawater","representative genome",2716870,2716870,"aerobe","aerobic"
