ID,designation_header,strain_number_header,is_type_strain_header,species,domain,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID,Genome Sequence database
,,,,,,obligate anaerobe,,,
11301,PB90-1,"DSM 11246, JCM 15787",1,Opitutus terrae,Bacteria,aerobe,641522643,452637,img
,,,,,,anaerobe,,,
17917,,"DSM 22228, CCUG 57622, CN 3",1,Orbus hercynius,Bacteria,aerobe,2770939645,593135,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
24116,"ACB7, HM-482","DSM 24638, ATCC BAA-2639, KCTC 15511",1,Oribacterium asaccharolyticum,Bacteria,anaerobe,2513237306,796944,img
,,,,,,facultative anaerobe,,,
24115,"ACB1, HM-481","DSM 24637, ATCC BAA-2638, KCTC 15512",1,Oribacterium parvum,Bacteria,anaerobe,2562617099,796943,img
6360,,"DSM 17245, CCUG 48084, CIP 107991, AIP 354-02",1,Oribacterium sinus,Bacteria,anaerobe,2861591105,237576,img
1381,,"DSM 15681, CCM 7096, WSBC 24001, CIP 109287",1,Ornithinibacillus bavariensis,Bacteria,obligate aerobe,2861566911,545502,img
1382,MB-9,"DSM 16628, CCM 7237, CIP 109288",1,Ornithinibacillus californiensis,Bacteria,obligate aerobe,2627854193,161536,img
1383,,"DSM 22953, CCUG 53201",1,Ornithinibacillus contaminans,Bacteria,microaerophile,2645727623,694055,img
,,,,,,obligate aerobe,,,
6312,HB09001,"DSM 23364, CGMCC 1.10341, JCM 17738",1,Ornithinibacter aureus,Bacteria,aerobe,2756170161,622664,img
,,,,,,obligate aerobe,,,
6273,2115-028,"DSM 12335, ATCC BAA-9, IFO 16434, NBRC 16434, CCUG 43142, HKI 0125, JCM 11538, CIP 106364, IAM 14900, NCIMB 13613",1,Ornithinicoccus hortensis,Bacteria,aerobe,2814123446,82346,img
,,,,,,obligate aerobe,,,
159683,,"DSM 105806, CGMCC 1.16393, KCTC 49018, CFH 30183",1,Ornithinimicrobium cavernae,Bacteria,aerobe,2833498065,2144182,img
158266,,"DSM 26802, KCTC 29164, NBRC 109452, CPCC 203535",1,Ornithinimicrobium flavum,Bacteria,aerobe,2836947475,1288636,img
,,,,,,facultative anaerobe,,,
6275,2115-015,"DSM 12362, CIP 106634, HKI 0124, JCM 11540, KCTC 19900, KCTC 19901, NBRC 106159, NCIMB 13784",1,Ornithinimicrobium humiphilum,Bacteria,obligate aerobe,2818991433,125288,img
6279,K22-20,"DSM 17687, JCM 12763, MTCC 6545, CGMCC 1.6491, CIP 109338",1,Ornithinimicrobium kibberense,Bacteria,aerobe,2891388395,2590013,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
6281,01-Gi-040,"DSM 22056, CCM 7610, JCM 30495",1,Ornithinimicrobium murale,Bacteria,aerobe,2833457382,1050153,img
,,,,,,obligate aerobe,,,
6280,LW6,"DSM 21552, CGMCC 1.5362, JCM 14001",1,Ornithinimicrobium pekingense,Bacteria,aerobe,2524614884,1122622,img
,,,,,,obligate aerobe,,,
5625,11/14/05,"DSM 15997, CCUG 23171, LMG 9086, MCCM 01774, CIP 104009, ATCC 51463",1,Ornithobacterium rhinotracheale,Bacteria,microaerophile,2509601001,867902,img
,,,,,,obligate aerobe,,,
6282,KV-628,"DSM 18082, JCM 12835, NBRC 100762, NRRL B-24347",1,Oryzihumus leptocrescens,Bacteria,aerobe,2814123533,297536,img
,,,,,,obligate aerobe,,,
140788,EPL6,"LMG 28427, CECT 8927, CCUG 62476",1,Oryzisolibacter propanilivorax,Bacteria,aerobe,2671180222,1527607,img
,,,,,,obligate aerobe,,,
133342,TPP412,"BCRC 80905, JCM 30814",1,Oryzomicrobium terrae,Bacteria,facultative anaerobe,2883351634,1735038,img
133851,GH1,"KCTC 15176, NBRC 108824, JCM 18333, DSM 113516",1,Oscillibacter ruminantium,Bacteria,anaerobe,2551306563,1007096,img
11759,Baika1,"DSM 23800, CCUG 59994",1,Otariodibacter oris,Bacteria,anaerobe,2770939614,1032623,img
,,,,,,microaerophile,,,
,,,,,,obligate aerobe,,,
2979,K11,"DSM 14619, JCM 11629",1,Ottowia thiooxydans,Bacteria,facultative anaerobe,2523533611,1122623,img
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,Owenweeksia hongkongensis,Bacteria,aerobe,2508501098,926562,img
,,,,,,obligate aerobe,,,
2505,V5-2,DSM 3222,1,Oxobacter pfennigii,Bacteria,anaerobe,2713896874,36849,img
13772,HDW-9,"DSM 25228, CCUG 58403, KCTC 22805",1,Pacificibacter marinus,Bacteria,aerobe,2622736522,658057,img
,,,,,,facultative anaerobe,,,
22906,SU902,"DSM 26613, CCUG 53761, CCUG 53761 A, CCM 7698, CIP 110145",1,Paenalcaligenes hominis,Bacteria,aerobe,2829723600,643674,img
,,,,,,obligate aerobe,,,
7619,Cr-2,"DSM 20138, ATCC 14264, NCPPB 1228, CCUG 23889, LMG 3659, LMG 7254, CIP 107004, CCM 4967, JCM 12267, CECT 4207, CFBP 1380, HAMBI 1849, IAM 14586, ICMP 2607, IFO 15514, NBRC 15514, VKM Ac-1987, PDDCC 2607",1,Paenarthrobacter ilicis,Bacteria,obligate aerobe,2824339274,43665,img
,,,,,,,2893582668,43665,img
7576,,"DSM 420, ATCC 49919, JCM 3874, CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988",1,Paenarthrobacter nicotinovorans,Bacteria,aerobe,2918346339,29320,img
,,,,,,obligate aerobe,,,
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,Paenarthrobacter nitroguajacolicus,Bacteria,aerobe,2734481943,1303677,img
,,,,,,obligate aerobe,,,
133094,KUDC4121,"DSM 24950, KCTC 13870",1,Paenibacillus aceris,Bacteria,facultative anaerobe,2913432798,869555,img
,,,,,,obligate aerobe,,,
140618,L14,"CGMCC 1.15420, JCM 31170",1,Paenibacillus aceti,Bacteria,facultative anaerobe,2882253857,1820010,img
11459,1347,"DSM 5050, NRRL NRS-1347, JCM 9068, ATCC 51185, CIP 103122, IFO 15375, NBRC 15375, NCIMB 12517",1,Paenibacillus alginolyticus,Bacteria,facultative anaerobe,2524614879,1122915,img
11575,MH21,"DSM 15890, ATCC BAA-844, CIP 109447, KCTC 13749",1,Paenibacillus anaericanus,Bacteria,facultative anaerobe,2916373010,170367,img
134087,20CM,"LMG 22078, CECT 5836, CIP 108571",1,Paenibacillus antarcticus,Bacteria,facultative anaerobe,2744054795,253703,img
,,,,,,obligate aerobe,,,
11599,,"DSM 18201, CIP 109026, JCM 13186, MTCC 6934, GPTSA 11, BCRC 17546, KCTC 13627",1,Paenibacillus assamensis,Bacteria,aerobe,2524023086,1122916,img
,,,,,,obligate aerobe,,,
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,Paenibacillus azotifigens,Bacteria,aerobe,2904120120,2047734,img
11504,P3 L-5,"DSM 5976, ATCC 35681, LMG 14658, CIP 104586",1,Paenibacillus azotofixans,Bacteria,aerobe,2619619294,1333534,img
,,,,,,facultative anaerobe,,,
140850,Back-11,"KCTC 33723, CECT 8890",1,Paenibacillus baekrokdamisoli,Bacteria,aerobe,2824296850,1712516,img
,,,,,,obligate aerobe,2850738089,1712516,img
11585,BP-23,"DSM 15478, CECT 7022, CIP 108718",1,Paenibacillus barcinonensis,Bacteria,anaerobe,2770939580,198119,img
,,,,,,facultative anaerobe,,,
11552,"KK19, KK19T","DSM 13188, CCUG 43137, KCTC 3805, CIP 107056",1,Paenibacillus borealis,Bacteria,aerobe,2630968594,160799,img
,,,,,,facultative anaerobe,,,
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,Paenibacillus bovis,Bacteria,aerobe,2775507276,1616788,img
,,,,,,obligate aerobe,,,
11634,Ch-32,"DSM 19417, CECT 7279",1,Paenibacillus castaneae,Bacteria,aerobe,2824397579,474957,img
,,,,,,,2916384205,474957,img
23182,D75,"DSM 24714, CGMCC 1.10784",1,Paenibacillus catalpae,Bacteria,aerobe,2675903006,1045775,img
11545,B-142,"DSM 11731, IFO 15958, JCM 9905, NBRC 15958, NRRL B-142, HSCC 442, PCI 221, ATCC 9966, ATCC BAA-725, CCM 1084, CECT 375, CIP 105254, IAM 1112, IFO 3329, KCTC 3758, LMG 14457, NBRC 3329, NCIMB 8144",1,Paenibacillus chibensis,Bacteria,aerobe,2925295060,59846,img
,,,,,,facultative anaerobe,,,
11514,EAG-3,"DSM 11030, IFO 15660, NBRC 15660, JCM 12162, CCM 4527, CIP 104914, KCCM 41400, KCTC 3791, LMG 18047, NRRL B-23119, EAG 3",1,Paenibacillus chitinolyticus,Bacteria,facultative anaerobe,2600255075,1220558,img
,,,,,,,2848028059,79263,img
158760,LPB0068,"KACC 18694, JCM 31183",1,Paenibacillus crassostreae,Bacteria,facultative anaerobe,2718218093,1763538,img
,,,,,,,2744054636,1763538,img
11509,Yk9,"DSM 10247, IFO 15724, NBRC 15724, JCM 12163, ATCC 51898, CCM 4536, CIP 104575, HSCC 491, KCTC 3759, LMG 18050, NRRL B-23243",1,Paenibacillus curdlanolyticus,Bacteria,obligate aerobe,648276707,717606,img
11561,AP-20,"DSM 15491, JCM 11236, KCTC 3745, BCRC 17345, CIP 107805",1,Paenibacillus daejeonensis,Bacteria,aerobe,2519103188,1122917,img
,,,,,,obligate aerobe,,,
11638,JH8,"DSM 22278, KCTC 13049, LMG 23780",1,Paenibacillus donghaensis,Bacteria,aerobe,2757320370,414771,img
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335, CIP 108599",1,Paenibacillus elgii,Bacteria,aerobe,2839866320,1349776,img
,,,,,,facultative anaerobe,,,
134004,PECAE04,"LMG 27297, CECT 8234, CIP 110709",1,Paenibacillus endophyticus,Bacteria,aerobe,2824442830,1294268,img
,,,,,,anaerobe,,,
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,Paenibacillus eucommiae,Bacteria,aerobe,2913465876,1355755,img
,,,,,,obligate aerobe,,,
11588,GMP01,"DSM 17253, CECT 5760, LMG 20987, CIP 108371",1,Paenibacillus favisporus,Bacteria,facultative anaerobe,2928311319,221028,img
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,Paenibacillus flagellatus,Bacteria,aerobe,2882543331,2211139,img
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577, CIP 110593, KCTC 13624",1,Paenibacillus fonticola,Bacteria,facultative anaerobe,2519899635,1122918,img
11628,"T 98, T98","DSM 17842, CCBAU 10203, CIP 110608",1,Paenibacillus forsythiae,Bacteria,facultative aerobe,2926669167,365616,img
11603,,"DSM 18677, CIP 109800, KCTC 13059, Gsoil 139",1,Paenibacillus ginsengarvi,Bacteria,aerobe,2904143049,400777,img
,,,,,,obligate aerobe,,,
11632,,"DSM 21568, JCM 14928, KCTC 13141, DCY 16",1,Paenibacillus ginsengihumi,Bacteria,aerobe,2521172661,1122919,img
11648,,"DSM 22343, NCCB 100252, KFC 91, CIP 110200",1,Paenibacillus glacialis,Bacteria,aerobe,2744054794,494026,img
,,,,,,facultative anaerobe,,,
11495,"S93, B-14679","DSM 5162, ATCC 49278, IFO 15330, NBRC 15330, NCIB 12809, CCUG 28523, NRRL B-14679, CIP 106935, LMG 12239, NCIMB 12809",1,Paenibacillus glucanolyticus,Bacteria,aerobe,2687453498,59843,img
,,,,,,facultative anaerobe,,,
11559,"RSA 19, RSA19","DSM 15220, ATCC BAA-95, LMG 19080, CIP 107688",1,Paenibacillus graminis,Bacteria,facultative anaerobe,2630968473,189425,img
11635,"B519, 22.101","DSM 16969, KCTC 3951",1,Paenibacillus harenae,Bacteria,aerobe,2523533617,1122920,img
11647,FeL05,"DSM 22170, ACCC 10718, CGMCC 1.8907, CIP 110610",1,Paenibacillus hunanensis,Bacteria,aerobe,2901357172,539262,img
,,,,,,obligate aerobe,,,
24279,AM49,"DSM 27933, JCM 11465, KCTC 0766BP, BCRC 17343, CIP 108253",1,Paenibacillus kribbensis,Bacteria,facultative anaerobe,2773857839,172713,img
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,Paenibacillus lactis,Bacteria,aerobe,2913370050,228574,img
,,,,,,facultative anaerobe,,,
11592,"Med-540, 846","CCUG 28515, CIP 104618, DSM 7030, ATCC 9545, LMG 9820, NRRL B-2605",1,Paenibacillus larvae,Bacteria,aerobe,2814123210,147375,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
11591,"670, NRS-1508","DSM 3615, ATCC 49843, LMG 6911, NCIMB 11201, NRRL B-3685, CCUG 52235, ATCC 13537, LMG 15974, NRRL B-3670, CIP 104990, NRS 1508",0,Paenibacillus larvae,Bacteria,facultative anaerobe,2814123212,1477,img
23177,04-309,DSM 25430,0,Paenibacillus larvae,Bacteria,microaerophile,2523231078,697284,img
,,,,,,,2850744690,697284,img
24275,08-100,DSM 25719,0,Paenibacillus larvae,Bacteria,microaerophile,2814123225,697286,img
166348,12200R-189,"KACC 19916, CCTCC AB 2020027",1,Paenibacillus lycopersici,Bacteria,aerobe,2888578766,2704462,img
11475,"888, NRS-888","DSM 24, ATCC 8244, CCM 2012, CIP 66.19, IAM 12467, LMG 13281, NCIB 9368, NCTC 6355, CCUG 7423, LMG 6324, IAM 1227, NRS 888, JCM 2500, BCRC 14680, CECT 19, IFO 15307, KCTC 1822, NBRC 15307, NCFB 1764, NCIMB 9368, NRRL B-172, NRRL B-394, NRRL B-4267, VKM B-506, VTT E-81138, NCDO 1764",1,Paenibacillus macerans,Bacteria,aerobe,2904127458,44252,img
,,,,,,facultative anaerobe,,,
11642,M4-2,"DSM 23149, JCM 14954, NCIMB 14397, CIP 110021",1,Paenibacillus macquariensis subsp. defensor,Bacteria,facultative anaerobe,2744054793,467974,img
11477,,"DSM 2, ATCC 23464, CIP 103269, LMG 6935, NCTC 10419, CCUG 37394, NCIMB 9934",1,Paenibacillus macquariensis subsp. macquariensis,Bacteria,aerobe,2681812895,948756,img
,,,,,,facultative anaerobe,,,
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,Paenibacillus massiliensis subsp. massiliensis,Bacteria,aerobe,2517572189,1122921,img
,,,,,,facultative anaerobe,,,
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,Paenibacillus massiliensis subsp. panacisoli,Bacteria,aerobe,2524614514,1122922,img
,,,,,,facultative anaerobe,,,
11609,C/2,"DSM 19248, CCM 4839, LMG 23002, CIP 109077",1,Paenibacillus mendelii,Bacteria,aerobe,2901065067,206163,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,Paenibacillus montanisoli,Bacteria,aerobe,2882553798,2081970,img
11560,TOD45,"DSM 15391, ATCC BAA-93, LMG 19079, JCM 21743, IAM 15293, CIP 107685",1,Paenibacillus odorifer,Bacteria,facultative anaerobe,2630968887,189426,img
,,,,,,obligate aerobe,,,
133265,1DrF-4,"ACCC 19927, JCM 30486",1,Paenibacillus oryzae,Bacteria,facultative anaerobe,2791355222,1844972,img
159805,M4BSY-1,"KCTC 33997, CGMCC 1.13667",1,Paenibacillus paeoniae,Bacteria,aerobe,2904108052,2292705,img
11610,SAFN-007,"DSM 19293, ATCC BAA-1211, NBRC 101214, CIP 109353",1,Paenibacillus pasadenensis,Bacteria,aerobe,2524023087,1122923,img
,,,,,,obligate aerobe,,,
,,,,,,obligate anaerobe,,,
11589,,"DSM 17399, CECT 5862, LMG 22192, PALXIL 04, CIP 108717",1,Paenibacillus phyllosphaerae,Bacteria,aerobe,2824364704,274593,img
,,,,,,facultative anaerobe,2928318167,274593,img
11644,S23,"DSM 23905, JCM 16419, KACC 14199, KCTC 13695, CGMCC 1.10983",1,Paenibacillus pinihumi,Bacteria,aerobe,2524023129,1122924,img
,,,,,,,2728369719,1122924,img
159375,MS74,"DSM 105496, KACC 19385",1,Paenibacillus piri,Bacteria,aerobe,2904181319,2547395,img
11487,,"DSM 36, ATCC 842, BUCSAV 162, CCM 1459, JCM 2507, LMG 13294, NCIB 8158, NCTC 10343, CCUG 7426, BCRC 11168, CECT 155, CFBP 4258, CIP 66.22, HAMBI 1897, HAMBI 635, IAM 13419, IFO 15309, KCTC 3627, KCTC 3858, LMG 6319, NBRC 15309, NCFB 1774, NCIMB 8158, NRRL B-4317, VKM B-514, VTT E-97008, NCDO 1774",1,Paenibacillus polymyxa,Bacteria,facultative anaerobe,2547132099,1036171,img
,,,,,,,2907128583,1406,img
140554,BL9,"ICMP 17623, NBRC 105191",1,Paenibacillus polysaccharolyticus,Bacteria,aerobe,2654588110,582692,img
,,,,,,obligate aerobe,,,
11508,,"DSM 22700, ATCC 14706, CCUG 28881, CIP 106066, NCCB 75017, NRRL B-2309, KCTC 3806",1,Paenibacillus popilliae,Bacteria,aerobe,2537561634,1212764,img
,,,,,,facultative anaerobe,,,
,,,,,,microaerophile,,,
11649,PW21,"DSM 22405, CECT 7506, LMG 25259, CIP 110273",1,Paenibacillus prosopidis,Bacteria,aerobe,2770939585,630520,img
,,,,,,obligate aerobe,,,
133089,JJ-64,"DSM 103963, CCM 8725, LMG 29875, CIP 111186",1,Paenibacillus rhizoplanae,Bacteria,aerobe,2913577593,1917181,img
11587,"CECAP06, CECAP06T","DSM 17254, CECT 5831, LMG 21955, CIP 108774",1,Paenibacillus rhizosphaerae,Bacteria,aerobe,2824357598,297318,img
,,,,,,facultative anaerobe,2901054056,297318,img
166349,14171R-81,"KACC 19915, CCTCC AB 2020026",1,Paenibacillus rhizovicinus,Bacteria,aerobe,2889049205,2704463,img
133620,WPCB173,"KCTC 13282, JCM 16352, LMG 31321, DSM 25278",1,Paenibacillus rigui,Bacteria,aerobe,2916390109,554312,img
11620,T27,"DSM 17841, CCBAU 10202, CIP 109632, KCTC 13697",1,Paenibacillus sabinae,Bacteria,anaerobe,2576861424,1268072,img
,,,,,,facultative anaerobe,,,
11578,2301083,"DSM 16941, CCUG 48214, CIP 107938, KCTC 3993",1,Paenibacillus sanguinis,Bacteria,aerobe,2517572150,1122925,img
,,,,,,facultative anaerobe,,,
11660,"GT-H3, GTH-3","DSM 23491, CIP 110613, LMG 25635",1,Paenibacillus sediminis,Bacteria,aerobe,2913409695,664909,img
,,,,,,obligate aerobe,,,
24292,P-1,"DSM 26806, CIP 110571, KCTC 33126, NBRC 109471",1,Paenibacillus shirakamiensis,Bacteria,aerobe,2913485091,1265935,img
,,,,,,obligate aerobe,,,
132640,LOOC204,"DSM 101953, JCM 30974, MAFF 516319",1,Paenibacillus silagei,Bacteria,facultative anaerobe,2913566476,1670801,img
133010,FJAT-22460,"DSM 100999, CCTCC AB 2015207",1,Paenibacillus solani,Bacteria,aerobe,2651869824,1705565,img
,,,,,,facultative anaerobe,,,
133511,X19-5,"CCBAU 83901, LMG 24727",1,Paenibacillus sonchi,Bacteria,aerobe,2548877040,1173684,img
11656,S27,"DSM 23020, CGMCC 1.10238, CIP 110614",1,Paenibacillus sophorae,Bacteria,facultative anaerobe,2579778832,682957,img
,,,,,,,2617270876,1333845,img
11556,IS1,"DSM 14472, CCUG 45566, CIP 108130, KCTC 3931, KCTC 3994",1,Paenibacillus stellifer,Bacteria,aerobe,2639763138,169760,img
,,,,,,facultative anaerobe,,,
134006,THMBG22,"CGMCC 1.10966, NBRC 108766",1,Paenibacillus taihuensis,Bacteria,aerobe,2667527449,1156355,img
,,,,,,facultative anaerobe,,,
11604,G-soil-2-3,"DSM 18679, IAM 15414, LMG 23799, BCRC 17411, JCM 23198, CIP 109674, KCTC 13628",1,Paenibacillus taiwanensis,Bacteria,facultative anaerobe,2524614883,1122926,img
,,,,,,obligate aerobe,,,
11622,A35,"DSM 21567, CCTCC AB 206026, IAM 15291, JCM 21741, CIP 109482",1,Paenibacillus terrigena,Bacteria,facultative anaerobe,2517572151,1122927,img
,,,,,,obligate aerobe,,,
164504,N2SHLJ1,"JCM 33293, CGMCC 1.13865",1,Paenibacillus thalictri,Bacteria,aerobe,2881057424,2527873,img
11657,B27,"DSM 22342, CGMCC 1.8946, CIP 110617",1,Paenibacillus tianmuensis,Bacteria,aerobe,2617270934,624147,img
11554,,"DSM 14349, NCCB 100011, MOL 722, CIP 107817",1,Paenibacillus turicensis,Bacteria,facultative anaerobe,2913360750,160487,img
23180,xj7,"DSM 25190, CGMCC 1.11012, CIP 110618",1,Paenibacillus typhae,Bacteria,aerobe,2667527451,1174501,img
,,,,,,facultative anaerobe,,,
11654,N3/975,"DSM 21861, LMG 24790, CIP 110295",1,Paenibacillus uliginis,Bacteria,facultative anaerobe,2529292568,1313296,img
11630,5402403,"DSM 22281, CCUG 53521, CIP 109357, CCUG 53521T",1,Paenibacillus urinalis,Bacteria,aerobe,2901084651,521520,img
,,,,,,facultative anaerobe,,,
,,,,,,obligate aerobe,,,
11601,"R-16776, B2517","DSM 18334, CIP 108306, LMG 22176, KCTC 3997",1,Paenibacillus wynnii,Bacteria,facultative anaerobe,2617271335,268407,img
830,,"DSM 520, ATCC 27380, CCUG 10978, NRRL NRS-1629",1,Paenibacillus xerothermodurans,Bacteria,aerobe,2791355494,1977292,img
,,,,,,facultative anaerobe,,,
159377,A59,"DSM 107920, NCIMB 15123",1,Paenibacillus xylanivorans,Bacteria,facultative anaerobe,2645727971,1705561,img
,,,,,,obligate aerobe,,,
166455,3/5/03,"CGMCC 1.13686, KCTC 33998",1,Paenibacillus zeisoli,Bacteria,aerobe,2882900578,2496267,img
,,,,,,obligate aerobe,,,
2810,PEV,"DSM 15049, ATCC 25757, JCM 1400, VPI 4897, CCUG 9282, BCRC 14548, NCIMB 10636",1,Paeniclostridium ghonii,Bacteria,anaerobe,2928400839,29358,img
2666,211,"DSM 2141, ATCC 9714, NCIB 10717, CCUG 9284, LMG 15708, CIP 103658, BCRC 10649, JCM 3814, NCIMB 10717",1,Paeniclostridium sordellii,Bacteria,anaerobe,2563367177,1292036,img
,,,,,,facultative anaerobe,2651869763,1292036,img
,,,,,,obligate anaerobe,,,
130420,,"DSM 29880, LMG 24542, NCCB 100228, SPC 26, JCM 18952",1,Paeniglutamicibacter antarcticus,Bacteria,aerobe,2918409668,494023,img
7610,Lz1y,"DSM 15796, JCM 12166, CIP 108630",1,Paeniglutamicibacter gangotriensis,Bacteria,aerobe,2537561926,1276920,img
,,,,,,obligate aerobe,,,
7609,KGN15,"DSM 15797, CIP 108629, JCM 12165",1,Paeniglutamicibacter kerguelensis,Bacteria,aerobe,2918371629,254788,img
,,,,,,obligate aerobe,,,
7597,AG31,"DSM 15454, CIP 108593, LMG 21914, JCM 13568, IAM 15315",1,Paeniglutamicibacter psychrophenolicus,Bacteria,aerobe,2918367102,257454,img
,,,,,,obligate aerobe,,,
7566,3-Aug,"DSM 20167, ATCC 19098, NCIB 10355, JCM 1338, CGMCC 1.1898, CIP 106986, IAM 1488, IFO 12678, IMSNU 20369, KCTC 3196, LMG 16694, MTCC 1528, NBRC 12678, NCDO 2403, NCIMB 10355, NRRL B-14730",1,Paeniglutamicibacter sulfureus,Bacteria,obligate aerobe,2923482298,43666,img
166228,JBTF-M29,"KACC 19867, NBRC 113548",1,Palleronia caenipelagi,Bacteria,aerobe,2886615457,2489174,img
11998,N-05,"DSM 21991, JCM 14646, CGMCC 1.6503",1,Paenisporosarcina antarctica,Bacteria,facultative anaerobe,2852116859,417367,img
,,,,,,obligate aerobe,,,
24335,PN2,"DSM 28130, JCM 15114, LMG 23933",1,Paenisporosarcina indica,Bacteria,aerobe,2791354937,650093,img
22941,Sa-25,"DSM 22336, CCM 7656, CCUG 57736",1,Paenochrobactrum gallinarii,Bacteria,aerobe,2828294024,643673,img
,,,,,,obligate aerobe,,,
13826,B33,"DSM 26347, CECT 7066, LMG 22959",1,Palleronia marisminoris,Bacteria,aerobe,2615840708,315423,img
,,,,,,,2920190304,315423,img
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,Paludibacter propionicigenes,Bacteria,anaerobe,649633080,694427,img
,,,,,,obligate anaerobe,,,
140824,KJ031,"KCTC 42852, CECT 8976",1,Paludibacterium purpuratum,Bacteria,facultative anaerobe,2770939604,1144873,img
10525,5YN8-15,"DSM 18731, KACC 11601",1,Paludibacterium yongneupense,Bacteria,facultative anaerobe,2524023162,1122928,img
,,,,,,obligate aerobe,,,
132033,SMBg3,"DSM 102817, CCUG 68698",1,Paludifilum halophilum,Bacteria,aerobe,2784132154,1642702,img
,,,,,,,2802429553,1642702,img
132417,PX4,"DSM 28747, VKM B-2904",1,Paludisphaera borealis,Bacteria,aerobe,2751185664,1387353,img
,,,,,,obligate aerobe,,,
2059,,"DSM 16535, CCM 4976, CCUG 38412, CIP 106627, LMG 16407",1,Pandoraea apista,Bacteria,aerobe,2684623145,93218,img
,,,,,,obligate aerobe,2698536526,93218,img
2062,KOx,"DSM 23572, CCM 2766, NBRC 106092",1,Pandoraea faecigallinarum,Bacteria,aerobe,2654588016,656179,img
,,,,,,obligate aerobe,,,
2056,"R2, UBM 101","DSM 11628, CCUG 39188, LMG 18379, CIP 39188, JCM 10565, ATCC BAA-65, CIP 105463",1,Pandoraea norimbergensis,Bacteria,obligate aerobe,2684623126,93219,img
2057,,"ATCC BAA-64, DSM 21091, CCUG 45026, CIP 107268, LMG 18819, NCTC 13161, CCUG 45206, CCUG 39682",1,Pandoraea sputorum,Bacteria,aerobe,2840576683,93222,img
,,,,,,obligate aerobe,,,
140630,SE-S21,"JCM 30137, KACC 18127, LMG 30175",1,Pandoraea terrae,Bacteria,facultative aerobe,2901612924,1537710,img
,,,,,,obligate aerobe,,,
2061,ATSB16,"DSM 25325, KACC 12757, LMG 24779, CIP 110207",1,Pandoraea thiooxydans,Bacteria,aerobe,2648501246,445709,img
,,,,,,obligate aerobe,2721755763,445709,img
159698,Q4.6,"CGMCC 1.15703, KCTC 52466",1,Pannonibacter carbonis,Bacteria,aerobe,2833391513,2067569,img
,,,,,,facultative anaerobe,,,
13692,C6/19,"DSM 14782, NCAIM B02025, CCUG 54624, CIP 107962",1,Pannonibacter phragmitetus,Bacteria,aerobe,2521172637,1122929,img
