"accession","checkm2_completeness","checkm2_contamination","checkm_completeness","checkm_contamination","gc_percentage","genome_size","gtdb_representative","gtdb_taxonomy","Domain","Phylum","Class","Order","Family","Genus","Species","ncbi_assembly_level","ncbi_country","ncbi_genbank_assembly_accession","ncbi_genome_category","ncbi_isolation_source","ncbi_refseq_category","ncbi_species_taxid","ncbi_taxid","Oxygen.tolerance","Oxygen2"
"RS_GCF_900475385.1",100,0.09,100,0,40.5040198700944,2154796,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus gordonii","Complete Genome","none","GCA_900475385.1","none","not available: to be reported later","na",1302,1302,"facultative anaerobe","facultative"
"RS_GCF_900459175.1",99.99,0.64,99.25,0.54,43.6974880270238,2232110,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus downei","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus downei","Contig","none","GCA_900459175.1","none","none","representative genome",1317,764290,"facultative anaerobe","facultative"
"RS_GCF_000188295.1",99.9,0,99.38,0.15,39.6060054842125,1872773,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus vestibularis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus vestibularis","Scaffold","none","GCA_000188295.1","none","oral cavity","na",1343,889206,"facultative anaerobe","facultative"
"RS_GCF_000187855.1",99.97,0.02,100,0,42.5069671653074,1982490,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus cristatus","Scaffold","none","GCA_000187855.1","none","oral cavity","na",45634,889201,"facultative anaerobe","facultative"
"RS_GCF_000294495.1",100,0.04,99.81,0,41.3997365826521,1980887,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus suis","Complete Genome","none","GCA_000294495.1","none","none","na",1307,1184252,"facultative anaerobe","facultative"
"RS_GCF_016128095.1",100,0.25,100,0,39.6497858877713,2174327,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus dysgalactiae","Complete Genome","Germany: Braunschweig","GCA_016128095.1","none","none","representative genome",1334,1334,"facultative anaerobe","facultative"
"GB_GCA_000214575.2",100,0.49,99.24,0,39.4628965647488,2160367,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus dysgalactiae","Contig","none","GCA_000214575.2","none","none","na",1334,1000589,"facultative anaerobe","facultative"
"RS_GCF_000420785.1",100,0.1,100,0.37,39.8636723940689,2077809,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hyovaginalis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus hyovaginalis","Scaffold","Belgium","GCA_000420785.1","none","none","representative genome",149015,1123305,"facultative anaerobe","facultative"
"RS_GCF_000380145.1",99.99,0.21,98.88,0,38.3944289768389,2385218,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thoraltensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus thoraltensis","Scaffold","Belgium","GCA_000380145.1","none","Pig intestine","representative genome",55085,1123318,"facultative anaerobe","facultative"
"RS_GCF_000187465.1",100,0.03,100,0,38.9752279623967,1905984,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus infantis","Scaffold","none","GCA_000187465.1","none","airways","representative genome",68892,889204,"facultative anaerobe","facultative"
"RS_GCF_000187585.1",99.98,0.01,98.31,0.34,39.1478936756079,1639920,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus peroris","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus peroris","Scaffold","none","GCA_000187585.1","none","oral cavity","representative genome",68891,888746,"facultative anaerobe","facultative"
"RS_GCF_000380025.1",99.89,0.44,98.13,0.37,44.6277350103429,2036468,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus entericus","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus entericus","Scaffold","Spain","GCA_000380025.1","none","Intestine of a cow affected with catarrhal enteritis","representative genome",155680,1123302,"facultative anaerobe","facultative"
"RS_GCF_000767835.1",99.99,1.02,99.63,0.12,42.1574656806065,2061843,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sinensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sinensis","Contig","Hong Kong","GCA_000767835.1","none","blood culture of a patient with infective endocarditis","representative genome",176090,176090,"facultative anaerobe","facultative"
"RS_GCF_000380005.1",100,0.06,99.62,0,35.7808117577855,1877438,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus didelphis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus didelphis","Scaffold","USA","GCA_000380005.1","none","Skin lesions; spleen; liver and lungs of nine opossums","representative genome",102886,1123301,"facultative anaerobe","facultative"
"RS_GCF_000380105.1",100,0.18,99.88,0.75,38.5293024018471,2416134,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus orisratti","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus orisratti","Scaffold","USA","GCA_000380105.1","none","Surfaces of lower molars of Sprague Dawley rat","representative genome",114652,1123311,"facultative anaerobe","facultative"
"RS_GCF_000186465.1",100,0.03,99.66,0,41.8472743281888,2129953,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus australis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus australis","Scaffold","none","GCA_000186465.1","none","oral cavity","na",113107,888833,"facultative anaerobe","facultative"
"RS_GCF_001302265.1",99.99,0.02,100,0,39.4715666656079,1700082,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus phocae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus phocae","Contig","none","GCA_001302265.1","none","liver of seal","representative genome",119224,119224,"facultative anaerobe","facultative"
"RS_GCF_000380125.1",100,0.34,99.88,0.56,40.10387337083,2358538,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ovis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus ovis","Scaffold","United Kingdom","GCA_000380125.1","none","Superficial abscess on skin; 12-year old ewe","representative genome",82806,1123312,"facultative anaerobe","facultative"
"RS_GCF_002000985.1",100,0.14,100,0.37,37.6958963456216,2492900,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus gallolyticus","Complete Genome","Australia: Brisbane","GCA_002000985.1","none","feces","na",315405,1258574,"facultative anaerobe","facultative"
"RS_GCF_009870755.1",99.98,0.04,99.06,0,41.5708397991905,1891345,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus halichoeri","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus halichoeri","Contig","United Kingdom","GCA_009870755.1","none","none","na",254785,254785,"facultative anaerobe","facultative"
"RS_GCF_000706805.1",100,0.47,99.49,0,41.4154688236571,2138288,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equi","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus equi","Contig","none","GCA_000706805.1","none","none","na",1336,1051981,"facultative anaerobe","facultative"
"RS_GCF_000377005.1",99.98,0.06,99.88,0.31,41.1022107600593,1927889,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus minor","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus minor","Contig","Belgium","GCA_000377005.1","none","none","representative genome",229549,1123309,"facultative anaerobe","facultative"
"RS_GCF_000425025.1",100,0.1,100,0.38,37.8069377334385,1883536,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus castoreus","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus castoreus","Scaffold","United Kingdom","GCA_000425025.1","none","none","representative genome",254786,1123299,"facultative anaerobe","facultative"
"RS_GCF_000341525.1",99.99,0.39,98.94,0.18,41.6402950858762,1836889,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus massiliensis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus massiliensis","Contig","none","GCA_000341525.1","none","none","na",313439,1194208,"facultative anaerobe","facultative"
"RS_GCF_000257825.1",99.98,0.03,99.42,0.2,39.879918436974,2085749,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pseudopneumoniae","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus pseudopneumoniae","Contig","none","GCA_000257825.1","none","none","na",257758,889205,"facultative anaerobe","facultative"
"RS_GCF_000380045.1",100,0.01,99.62,0.38,33.1813507370047,1505444,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus marimammalium","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus marimammalium","Scaffold","United Kingdom","GCA_000380045.1","none","not provided; submitted under MIGS 2.1","representative genome",269666,1123306,"facultative anaerobe","facultative"
"RS_GCF_000188015.2",99.98,0.39,100,0,38.1646803774255,2234402,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ictaluri","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus ictaluri","Contig","none","GCA_000188015.3","none","none","representative genome",380397,764299,"facultative anaerobe","facultative"
"RS_GCF_000379985.1",100,0.06,99.5,0.75,40.3678488639226,2122044,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus caballi","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus caballi","Scaffold","Australia","GCA_000379985.1","none","Rectum of horse with oligofructose-induced equine laminitis","representative genome",439220,1123298,"facultative anaerobe","facultative"
"RS_GCF_000376985.1",100,0.23,100,0.84,38.5887524050478,2422509,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus henryi","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus henryi","Contig","Australia","GCA_000376985.1","none","none","representative genome",439219,1123304,"facultative anaerobe","facultative"
"RS_GCF_000423745.1",100,0.19,98.88,0.87,41.1005080337115,2103464,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus plurextorum","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus plurextorum","Scaffold","Spain","GCA_000423745.1","none","none","representative genome",456876,1123314,"facultative anaerobe","facultative"
"RS_GCF_000380085.1",100,0.2,100,0,41.7014867112454,2357340,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus merionis","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus merionis","Scaffold","Germany","GCA_000380085.1","none","Oropharynges of laboratory-kept Mongolian jirds","na",400065,1123308,"facultative anaerobe","facultative"
"RS_GCF_000423765.1",100,0.07,100,0.45,40.7570747494234,2290936,TRUE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus porci","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus porci","Scaffold","Spain","GCA_000423765.1","none","none","representative genome",502567,1123315,"facultative anaerobe","facultative"
"RS_GCF_012843165.1",100,0.51,100,0,40.7769384996674,2112265,FALSE,"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ratti","d__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus ratti","Contig","Japan","GCA_012843165.1","none","oral cavity","na",1341,1341,"facultative anaerobe","facultative"
"RS_GCF_003814885.1",99.99,2.64,100,2.37,74.033488652521,8578249,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora cineracea","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__Kitasatospora cineracea","Contig","none","GCA_003814885.1","none","none","representative genome",88074,88074,"facultative anaerobe","facultative"
"RS_GCF_008634025.1",99.99,0.53,99.64,1.88,72.3151937375407,9252595,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albofaciens","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albofaciens","Contig","none","GCA_008634025.1","none","soil","representative genome",66866,1306175,"facultative anaerobe","facultative"
"RS_GCF_014650475.1",100,0.59,100,0.66,72.3404400394682,8066392,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces albogriseolus","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albogriseolus","Scaffold","none","GCA_014650475.1","none","none","na",1887,1887,"facultative anaerobe","facultative"
"RS_GCF_000237305.1",100,0.29,100,0,73.0147457792368,8092553,FALSE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptantibioticus;s__Streptantibioticus cattleyicolor","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Streptomycetales","f__Streptomycetaceae","g__Streptantibioticus","s__Streptantibioticus cattleyicolor","Complete Genome","none","GCA_000237305.1","none","none","representative genome",29303,1003195,"facultative anaerobe","facultative"
"RS_GCF_000091545.1",99.99,0.09,99.58,0,69.4962167700275,2116056,TRUE,"d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus thermophilus","d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Thermaceae","g__Thermus","s__Thermus thermophilus","Complete Genome","none","GCA_000091545.1","none","none","representative genome",274,300852,"facultative anaerobe","facultative"
"RS_GCF_003386555.1",100,0.19,100,2.76,71.9084903322318,7396071,TRUE,"d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermomonospora;s__Thermomonospora umbrina","d__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Streptosporangiales","f__Streptosporangiaceae","g__Thermomonospora","s__Thermomonospora umbrina","Contig","none","GCA_003386555.1","none","none","representative genome",111806,111806,"facultative anaerobe","facultative"
"RS_GCF_000428745.1",99.99,0.17,100,0,44.5815768710806,2203313,TRUE,"d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A magna","d__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Veillonella_A","s__Veillonella_A magna","Scaffold","Germany","GCA_000428745.1","none","none","na",464322,1123489,"facultative anaerobe","facultative"
"RS_GCF_000621165.1",100,0.23,100,0,47.4591785245369,5503346,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Enterovibrio;s__Enterovibrio calviensis","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Vibrionaceae","g__Enterovibrio","s__Enterovibrio calviensis","Scaffold","Mediterranean Sea: coast of Corsica; France","GCA_000621165.1","none","none","representative genome",91359,1121867,"facultative anaerobe","facultative"
"RS_GCF_900115495.1",100,0.94,100,0.54,47.6436485524715,5449689,TRUE,"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Enterovibrio;s__Enterovibrio norvegicus","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Vibrionaceae","g__Enterovibrio","s__Enterovibrio norvegicus","Scaffold","none","GCA_900115495.1","none","none","representative genome",188144,1121869,"facultative anaerobe","facultative"
